vm_id,samples,days_observed,cpu_cores,cpu_mean,cpu_last_3_days_mean,cpu_p95,cpu_max,cpu_below_5_pct,memory_mean,disk_mean,network_mean,outbound_network_mean
1,8634,29.999444444444446,4,4.0226322414169875,11.556509038800707,1.0666666666666669,97.86666666666666,95.7493629835534,0.5913256734816683,421.5392942745618,15.530891670294034,2.982650497521936
10,16140,29.999444444444446,0,0.23750383548710685,0.0,0.0,92.3,99.68401486988847,2.020929239778351,15.517451466336226,1.1840334572490707,0.2263341594382487
100,20255,29.999444444444446,2,0.2880575903977533,0.0,2.1,4.8,100.0,13.230098104626737,0.5689139072069213,0.020162687637385237,0.0058156128410386575
1000,8640,29.999444444444446,4,3.3725038580246913,3.3658564814814813,17.766666666666666,24.966666666666665,78.66898148148148,13.322768096285767,164.27065586419752,6.126543209876543,4.281481481481482
1001,8640,29.999444444444446,1,0.2606944444444444,0.27476851851851847,0.5333333333333333,16.2,99.7800925925926,2.8756621908871787,2.674861111111111,4.402839506172839,3.9792206790123457
1002,8640,29.999444444444446,2,1.881304012345679,1.8832175925925927,2.3,8.066666666666666,99.9537037037037,3.567984149399592,12.069583333333332,0.6607947530864198,0.6318287037037037
1003,3791,13.160960648148148,0,1.4343850096092248,4.020138888888889,2.4,105.33333333333334,98.07438670535478,7.782761242434673,35.664250391011144,283.1585111772662,6.44195379198017
1004,3787,13.150543981481482,0,1.2081114203110506,1.0704251715839201,2.0,55.93333333333333,99.6831264853446,8.96408376121287,4.878817361818418,0.3313792799929583,0.1884927969955696
1005,8640,29.999444444444446,4,18.970083636463844,18.02577160493827,29.15,31.55,0.0,36.365520923298,4.791460707502374,1783.3390058167142,46.158658000949664
1006,8640,29.999444444444446,4,7.6343152006172845,7.40673225308642,13.434166666666654,33.583333333333336,4.398148148148148,19.31324048338728,3.847615740740741,1078.9246450617284,8.795516975308642
1007,8640,29.999444444444446,8,17.87559895833333,16.968557098765434,29.175,30.1,0.0,9.891502956365361,5.203819444444444,38.203773148148144,6.0678935185185185
1008,8612,29.999444444444446,1,0.23512931242262405,0.25655864197530864,0.5333333333333333,15.066666666666668,99.96516488620529,4.238495977249194,1.682229307566047,1.6446413823184607,0.8181254941966739
1009,8616,29.999444444444446,2,0.005311807988514118,0.020274650995971973,0.0,5.5,99.98839368616528,6.905431105145391,0.08371482535827938,0.5811320024760136,0.2912836583101207
101,20255,29.999444444444446,2,0.01693691063044309,0.0,0.2,1.1875,100.0,1.0416171686081497,0.13939064624450945,0.04750620070294224,0.015656510444217186
1010,8614,29.999444444444446,1,0.17400311166273555,0.14000771604938272,0.4,14.866666666666667,99.98839099140933,5.4486882459028125,1.2602876037488295,1.46287041841372,0.6500273331652481
1011,8636,29.999444444444446,1,0.13224670445606065,0.13449074074074072,0.4,2.1333333333333333,100.0,25.0318023458469,1.1168159798746875,0.15930214605527254,0.07939632545931759
1012,8633,29.999444444444446,1,0.1173029545843168,0.1371141975308642,0.4,0.75,100.0,24.933368195901913,0.38397556373636527,4.952174128045783,2.4741092838973064
1013,8635,29.999444444444446,1,0.0,0.0,0.0,0.0,100.0,6.337480051849987,0.0,0.0001775718973171202,0.0
1014,8636,29.999444444444446,1,0.13124241822713337,0.13649691358024693,0.4,1.0,100.0,23.522055262158588,0.05303080816049781,0.0,0.0
1015,8636,29.999444444444446,1,0.0,0.0,0.0,0.0,100.0,0.8252571987958208,0.0,0.0,0.0
1016,8635,29.999444444444446,1,0.0,0.0,0.0,0.0,100.0,0.47104332680062366,0.0,0.0,0.0
1017,8634,29.999444444444446,1,1.6110344485257622,1.9065000275892512,3.0,11.866666666666667,99.9073430623118,15.479292963745028,0.8382187382534846,109.36822062193848,54.63651820343968
1018,8636,29.999444444444446,1,0.1313844292190749,0.1363425925925926,0.4,2.0,100.0,19.37576181499267,0.049551841229122366,0.0,0.0
1019,8636,29.999444444444446,1,0.13287853300011707,0.13820037986704653,0.4,1.2857142857142858,100.0,26.76423366275042,1.1162530704332463,5.111874419389473,2.5897252919485436
102,8617,29.999444444444446,2,1.5744670118799746,5.539285714285715,2.6333333333333333,73.26666666666667,97.47011721016595,2.32965599506135,23.18050786267103,2.443965799135812,1.2338297950808106
1020,8633,29.999444444444446,1,0.13124693176239569,0.13668981481481482,0.4,2.0,100.0,22.057530106335467,1.1435629871370634,7.72230588053592e-06,0.0
1021,8632,29.999444444444446,1,0.1313203362902158,0.1361000881834215,0.4,0.5333333333333333,100.0,26.0433050590373,1.08857102119382,0.0,0.0
1022,8636,29.999444444444446,1,0.0881464760343871,0.07854938271604939,0.4,0.7,100.0,19.092723330328823,0.037214812232181364,7.719623282383811e-06,0.0
1023,8633,29.999444444444446,1,0.10851329064001368,0.11647078298294983,0.4,0.6666666666666667,100.0,23.110136968008845,0.05466510014175945,0.00016216842349125446,0.0
1024,8615,29.999444444444446,1,0.0,0.0,0.0,0.0,100.0,6.741417083146149,0.0,0.00014703037337976396,1.5476881408396206e-05
1025,8615,29.999444444444446,1,7.000211106363168,24.205550044091712,42.879999999999804,101.06666666666666,76.07661056297155,54.151613617772455,0.22545674870689378,6052.448013006533,3026.185240561335
1026,8616,29.999444444444446,1,0.9173659789606865,0.9185185185185186,1.0666666666666669,4.533333333333333,100.0,45.40157579882302,0.2284390825825366,7.7608270894482585,3.909999356621919
1027,8636,29.999444444444446,1,0.12436177763875773,0.11936728395061727,0.4,1.5,100.0,21.616509262864362,1.4658431665987246,0.1391134012660182,0.06763731739414924
1028,8633,29.999444444444446,1,0.08403964852476378,0.06512345679012345,0.4,5.066666666666666,99.98841654117919,15.00675144990512,0.03261052048843082,0.0,0.0
1029,8635,29.999444444444446,1,0.1321140430694571,0.13800705467372135,0.4,0.8,100.0,19.881704824807805,1.1328751156197594,3.7222352054430803,1.9101412272344525
103,20258,29.999444444444446,2,0.026946987041764413,0.0,0.2,1.2333333333333334,100.0,1.0556943199289368,0.3012069305953204,0.04679961825780761,0.01529354658242011
1030,8636,29.999444444444446,1,0.13165707227773002,0.13672839506172837,0.4,2.0,100.0,23.574626597154836,0.041866963320761355,0.0,0.0
1031,8636,29.999444444444446,1,0.13138277115813013,0.1367173721340388,0.4,1.6666666666666663,100.0,19.19789133771092,0.034270058720035544,0.0,0.0
1032,8636,29.999444444444446,1,0.13146947810565227,0.1371847928047233,0.4,0.8571428571428571,100.0,20.810868121664754,1.0862864623025577,1.1472499931363989,0.5912244280730848
1033,8636,29.999444444444446,1,0.11223623913526647,0.13543447293447294,0.4,2.0,100.0,26.42612754910547,0.05097835621226078,0.0,0.0
1035,8636,29.999444444444446,1,0.08495969253843269,0.07563932980599647,0.4,4.333333333333333,100.0,19.382300634910333,0.03512396846116159,0.0,0.0
1036,8635,29.999444444444446,1,1.228371967735025,1.4994174806674807,1.2666666666666666,70.06666666666666,97.44064852345107,20.279689567199927,1.1158363736244454,941.0510695018164,473.48674262814967
1037,8634,29.999444444444446,1,0.8258595585558755,0.382390873015873,1.2666666666666666,83.6,98.21635394950196,19.155300711277345,1.1346156391674111,654.458718162966,329.14223294946885
1038,8632,29.999444444444446,1,0.13115428747958868,0.13652998236331568,0.4,0.5333333333333333,100.0,20.203894383866302,1.0929258878285757,0.00012357120790855729,0.0
1039,8617,29.999444444444446,1,0.9145075863365292,0.9140900573192241,1.0666666666666669,1.8,100.0,34.81364358189416,0.2108883212515567,2.9264620168298947,1.4759387589316801
104,20259,29.999444444444446,2,0.2938035770110403,0.0,2.2,5.566666666666666,99.99506392220742,12.30418845400834,0.4086019382332132,0.054211297036707955,0.022005034799348434
1040,8615,29.999444444444446,1,0.9164479484531719,0.9140434603976273,1.0666666666666669,3.0,100.0,34.61137074364882,0.21056637500630535,1.0302408644428378,0.5168768028257291
1041,8636,29.999444444444446,1,0.1595116362717104,0.16078593474426806,0.4,8.866666666666667,99.81472904122278,26.57708604143898,1.1160253376904605,19.526819325366105,9.8166873352318
1042,8617,29.999444444444446,1,0.9104296126809763,0.9125000000000001,1.0666666666666669,1.8666666666666665,100.0,53.960119991825806,0.3278781087647282,1.1608714554693431,0.5750067885642911
1043,8634,29.999444444444446,1,0.14344231554099518,0.1465002204585538,0.4,2.4,100.0,24.923253793667293,1.1353017417298166,9.151512569354821,4.609581582227517
1044,8632,29.999444444444446,1,0.15199355112758728,0.1544684193121693,0.4,3.8,100.0,26.161787780425282,1.108426563396443,15.970789582675588,8.021186309057022
1045,8634,29.999444444444446,1,0.15981336245408517,0.16790409899458625,0.4,8.0,99.79152189020152,24.963838068294482,1.0904034981953674,21.09243638956982,10.590182532894485
1046,8635,29.999444444444446,1,0.0,0.0,0.0,0.0,100.0,6.5207661074185745,0.0,0.0001235282763945184,0.0
1047,8635,29.999444444444446,1,0.13766233766233768,0.1390652557319224,0.4,4.066666666666666,100.0,17.124569348050386,1.1061565263533994,12.924911822398794,6.414173651093165
1048,8613,29.999444444444446,1,0.9740884488010924,1.1031635802469135,1.3333333333333337,3.333333333333333,100.0,38.446269760442995,0.3358281777822008,0.19322729207786682,0.09734122837571114
1049,8617,29.999444444444446,1,0.9117483711599993,0.9114748677248679,1.0666666666666669,1.6666666666666663,100.0,52.48272156427137,0.2198173021516412,0.3013732544195582,0.14927082124482613
105,8618,29.999444444444446,0,0.37863577592052877,1.1587962962962963,1.1333333333333333,91.73333333333332,99.72151311209097,5.116804684829207,10.842071893708004,0.6266553294053874,0.38287947451326426
1050,8618,29.999444444444446,1,0.9166383357494986,0.9173500881834217,1.0666666666666669,1.8666666666666665,100.0,28.570850963114175,0.22799022037244362,2.717376152250833,1.3585666100228642
1051,8613,29.999444444444446,1,0.9144782710613432,0.9138001434641064,1.0666666666666669,3.0,100.0,42.123698190525374,0.24564290799052205,0.357978802806389,0.17977475908510387
1053,8617,29.999444444444446,1,0.92398563295047,0.9237433862433863,1.0666666666666669,2.666666666666667,100.0,52.82700979353456,0.22296285104396973,11.979415840629139,6.207323475140001
1054,8537,29.72164351851852,1,0.9116918993309998,0.9127865961199296,1.0666666666666669,1.8666666666666665,100.0,52.329692983765625,0.2378869519844101,0.1322556713911991,0.06658076607707625
1055,8632,29.999444444444446,1,0.08959928895633251,0.07616840478949402,0.4,1.5,100.0,15.412222370630856,1.0901137375650813,0.00012357120790855729,0.0
1056,8631,29.999444444444446,1,0.13047799630177107,0.1343942901234568,0.4,1.3333333333333337,100.0,20.11916204416259,1.1059804727514149,0.00012358552504537903,0.0
1057,6608,23.033483796296295,1,0.9232000797830098,0.9138227513227514,1.0666666666666669,40.53333333333333,99.9546004842615,32.87626239296371,0.2198476916545924,6.825101840250147,3.4359212216355073
1058,8615,29.999444444444446,1,0.9096157779152556,0.9102797550074491,1.0666666666666669,2.666666666666667,100.0,48.166226413065466,0.19376138532261572,0.00014703037337976396,1.5476881408396206e-05
1059,8615,29.999444444444446,1,0.9128944531962524,4.31008111239861,7.4866666666666175,32.2,93.99883923389437,7.312720713581904,0.0,978.0615262373532,489.6946432557575
106,8611,29.999444444444446,8,1.5283553216451544,1.5398637290564372,1.6416666666666666,5.825,99.95354778771339,0.985094027183958,45.49595105664668,7.470102239339262,2.8082408333482545
1060,8619,29.999444444444446,1,0.9117186232570847,0.9139715608465612,1.0666666666666669,3.0,100.0,50.567253875733634,0.21920582189464888,0.00013922728854855537,0.0
1061,8635,29.999444444444446,1,0.13128519039347067,0.13651895943562609,0.4,0.5333333333333333,100.0,23.096789871861898,1.0882783959911928,0.00011635922463947932,0.0
1062,8636,29.999444444444446,1,0.08878478708261016,0.08007054673721342,0.4,9.769230769230768,99.98842056507642,16.514992680143887,1.079589316041377,0.0001703831138754713,0.0
1063,8616,29.999444444444446,1,2.66986975420123,1.3306327160493825,17.866666666666667,34.6,89.39182915506035,43.21759560616988,0.25849796868250907,1549.7038141301982,775.867972940283
1064,8617,29.999444444444446,1,0.9183642147956874,0.9292438271604939,1.0666666666666669,4.6,100.0,35.577231303610255,0.22874196967268798,0.9744165741032401,0.4848784517868887
1066,8616,29.999444444444446,1,0.9145112341491173,0.9113676447009781,1.0666666666666669,1.5,100.0,41.61555724635432,0.20401741944221052,0.0017409470752089136,0.0
1067,8618,29.999444444444446,1,0.9123095072329233,0.9155092592592595,1.0666666666666669,1.2,100.0,41.855841724044275,0.2194838599166749,0.0019107294809313834,3.0942987545447506e-05
1068,8634,29.999444444444446,1,0.13184753822349377,0.1397296376463043,0.4,3.0,100.0,25.22929869474062,1.1245415029466455,0.45491835526581875,0.2257464950307202
1069,8616,29.999444444444446,1,0.9146921529929888,0.9164241622574957,1.0666666666666669,6.466666666666666,99.98839368616528,40.40338309044842,0.1944933432398613,3.6635572515795363,1.8228001854742804
107,8602,29.954305555555557,4,1.5111563926592408,1.7094135802469137,1.7666666666666666,5.75,99.98837479655894,0.47099159518445644,8.152463607590322,3.438624219047376,0.05596094726529507
1070,8616,29.999444444444446,1,0.9295967805020731,0.9104938271604939,1.0666666666666669,46.6,99.9071494893222,34.133151636026795,0.19112296967450168,14.435660307143593,7.2168446301454665
1071,8616,29.999444444444446,1,0.9157470186369908,0.9350694444444445,1.0666666666666669,8.066666666666666,99.98839368616528,39.18939775291483,0.2925962204513736,3.0849996967336804,1.555711751881668
