vm_id,cpu_mean,cpu_last_3_days_mean,cpu_p95,cpu_max,cpu_below_5_pct,memory_mean,disk_mean,outbound_network_mean,possible_bursty,baseline_label,reference_label
10,0.2375038354871068,0.0,0.0,92.3,99.68401486988849,2.020929239778351,15.517451466336226,0.2263341594382487,True,True,False
1029,0.1321140430694571,0.1380070546737213,0.4,0.8,100.0,19.881704824807805,1.1328751156197594,1.9101412272344525,False,True,False
1039,0.9145075863365292,0.914090057319224,1.0666666666666669,1.8,100.0,34.81364358189416,0.2108883212515567,1.47593875893168,False,True,False
105,0.3786357759205287,1.1587962962962963,1.1333333333333333,91.73333333333332,99.72151311209096,5.116804684829207,10.842071893708004,0.3828794745132642,True,True,False
1050,0.9166383357494986,0.9173500881834216,1.0666666666666669,1.8666666666666665,100.0,28.57085096311417,0.2279902203724436,1.3585666100228642,False,True,False
1069,0.9146921529929888,0.9164241622574956,1.0666666666666669,6.466666666666666,99.98839368616528,40.40338309044842,0.1944933432398613,1.8228001854742804,False,True,False
1071,0.9157470186369908,0.9350694444444444,1.0666666666666669,8.066666666666666,99.98839368616528,39.18939775291483,0.2925962204513736,1.555711751881668,False,True,False
1078,0.1495048694655863,0.1403880070546737,0.4,7.4,99.9754480726737,16.325015825416543,1.0975870761532438,1.3674336221107644,False,True,False
1088,0.9141315122512896,0.9124118165784834,1.0666666666666669,7.0,99.97678737233056,40.70351372846836,0.1972138057444463,1.7793792648597662,False,True,False
1099,0.1353252267901949,0.1368716931216931,0.4,7.8,99.988419224088,18.277130996960054,1.124368598010752,1.978096090360132,False,True,False
1172,0.1312513581766622,0.1367283950617283,0.4,0.7272727272727273,100.0,20.73044481254741,0.5048598043531454,1.297204561185453,False,True,False
1190,0.1304635884418191,0.1351873310158362,0.4,0.7333333333333333,100.0,15.444181416300072,0.6175187535047424,1.4033301659228017,False,True,False
1206,0.1313014778442158,0.1368909512761021,0.4,0.75,100.0,23.12712285689893,0.047135080578444,1.806627728691662,False,True,False
1214,2.8340288239703644,0.0,0.5,103.0,95.49900657190892,10.99733529135017,0.5853066414964626,1.1012683493082394,True,True,False
1218,0.1789569156644429,0.0,1.0,86.33333333333334,99.46370427121242,1.1853359119082008,1.268366603283286,0.0218750285021114,True,True,False
1220,1.0659175653604622,1.0425925925925923,1.2,86.46666666666665,99.60538532961932,3.779691890857771,12.726660681665908,0.1327157116328425,True,True,False
1224,1.3711650743842838,0.9976466049382716,2.0,92.0,99.46977730646871,3.726316556895602,21.63382296640894,0.0695978767483084,True,True,False
14,0.2409292469388176,0.0,0.0,92.3,99.6778789568234,2.1146935803706484,16.05404199962832,0.2473548906646843,True,True,False
150,0.7164878917289718,0.0,2.769999999999951,94.73333333333332,97.21311475409836,9.230639712821237,290.81422223281913,0.1875603995276126,True,True,False
152,0.429571563716042,0.3350510728982951,0.5,87.53333333333335,99.91270187690964,3.85436871866984,4.190025913269039,0.0041053212594024,True,True,False
16,0.239927012252147,0.0,0.0,92.0,99.68403444644072,2.066450760229401,15.725834830555726,0.2388740887594738,True,True,False
169,0.3582841313387863,0.3548721340388007,0.6,19.133333333333333,99.94210282538212,8.600597061284207,8.61750790380943,0.0113969209731136,False,True,False
18,0.2410724241378394,0.0,0.0,92.28333333333336,99.6778789568234,2.0438959835007187,15.950023746102543,0.2410559788556443,True,True,False
19,0.2450412808573671,0.0,0.0,92.58333333333334,99.68397570950552,1.9475011760788643,15.654380964183911,0.2335842937993142,True,True,False
2,0.2407364181578963,0.0,0.0,92.26666666666668,99.6778590013629,1.9850049409090824,15.882591996035188,0.2452670053277165,True,True,False
22,0.6513207849861006,0.6918129709796377,0.8666666666666667,11.933333333333332,99.95367689635204,9.011276406468983,11.288019897492973,0.2483314292347297,False,True,False
298,1.4475584073331926,1.1154486331569664,2.733333333333333,6.333333333333334,99.965172974228,8.337243678180217,12.481619570030878,0.1203701443282358,False,True,False
346,1.7290521924879516,1.671205357142857,2.1666666666666665,8.65,99.94196843082636,1.9672306706500875,222.31439954544064,1.4300897087282878,False,True,False
354,0.8152157328104165,0.8089010141093474,2.3783333333333454,17.333333333333332,99.36298355339356,6.12562854876069,37.39087048288752,0.0195096557240406,False,True,False
368,1.646184371184371,1.653780864197531,2.1666666666666665,12.633333333333333,99.58217270194986,1.5906817306938443,10.60009871743855,1.3016255003894277,False,True,False
4,0.2397434195191181,0.0,0.0,92.2,99.68399529091022,2.092431576564448,16.06509903546275,0.2362217816056344,True,True,False
401,2.370818441699189,1.569780113667715,2.733333333333333,10.0,99.37296795169532,1.0348848441990777,10.64352958867009,0.3909188743083308,False,True,False
404,2.0682423779773407,1.7277030568890364,2.3,10.916666666666668,99.39619136089178,1.0765558025736068,10.646659492775376,0.6417982530964417,False,True,False
415,2.0606945002923416,1.805229001322752,2.55,10.35,99.3732590529248,1.0242352890146869,10.692736001231824,0.5281219360954736,False,True,False
439,1.9090036903574457,1.860814525462963,2.25,75.7,99.04806129556536,2.902755414963685,10.47604755066155,1.6025722033558116,False,True,False
442,1.8453806008440905,1.868333747172101,2.1,79.68333333333334,99.0712793127467,2.877585764359888,10.454862574801048,1.4482260329253591,False,True,False
448,1.9436591972546704,1.930730481902357,2.533333333333333,81.41666666666667,99.04817179338364,2.78875918310986,10.55095374155734,1.6190891960944196,False,True,False
449,1.9468735945810816,1.815550595238095,2.216666666666667,75.81666666666666,99.02495647127104,2.738746608969992,10.550727312926965,1.618457018573095,False,True,False
450,1.93616440057118,1.8987461419753089,2.4333333333333336,82.45,99.02484327838404,2.8338478376256475,10.59717927185422,1.6052333878488978,False,True,False
5,0.2411142090045435,0.0,0.0,92.25,99.67781908302356,2.068225485604485,15.988031805039238,0.2491181330028913,True,True,False
53,0.8700082815734991,0.5374807098765432,0.8,95.0,99.45341614906832,7.729646993356883,37.087408459035785,0.2669115646258503,True,True,False
54,0.5316428408495577,0.5916366041366041,0.7333333333333333,14.0,99.95367689635204,8.520937936701879,9.372134219765952,0.2303440585664094,False,True,False
545,0.8827646564619989,1.196064814814815,1.2,94.93333333333334,99.19925728211676,2.113171571250371,3.165270478621993,0.2619570303073842,True,True,False
56,1.300938505745641,1.294862881421398,1.5333333333333334,10.0,99.95366616471678,12.41732913837502,10.951442854865768,0.3637877104169238,False,True,False
60,0.6689710257573606,0.6558256172839506,0.8666666666666667,30.333333333333336,99.95367689635204,9.804038627551686,11.126236737913056,0.3674796094338653,False,True,False
601,1.1715354521835144,0.9285493827160494,2.0666666666666664,6.666666666666666,99.96518913901136,5.182386931802244,26.14439196314631,1.7412124208016526,False,True,False
63,0.9072514212785704,0.9000771604938272,1.1333333333333333,32.733333333333334,99.93038635572572,7.85660217877639,9.362432346630047,1.6546621804540356,False,True,False
64,0.9309000925664632,0.9974539156830824,1.2,14.4,99.97335938193768,7.700915311742185,8.182032128839696,0.4635309633089581,False,True,False
66,0.6438550776369801,0.6739281575898031,0.8,32.733333333333334,99.94199535962876,7.533155596157916,9.569375717090333,0.2318506242404154,False,True,False
680,0.6509321400512207,0.6307098765432099,1.0,16.833333333333332,99.79108635097494,3.9320149751762417,24.70924829774064,1.255606444777754,False,True,False
693,1.3099910801733414,1.219576260288066,2.0666666666666664,14.766666666666667,99.88390991409334,2.4411284657009493,37.78500028239696,1.24174970219781,False,True,False
695,1.6664669254862243,1.7086033950617288,2.0666666666666664,16.166666666666668,99.60614415124066,2.766960661723762,32.89226354582794,1.1807685815562932,False,True,False
696,1.9048255893979136,1.89642781986532,2.2333333333333334,43.36666666666667,99.59695476936857,3.622848535607937,26.019624819624813,1.1899928205346924,False,True,False
697,3.750550875890321,0.5552888594603542,1.2,95.06666666666666,96.55332482302424,8.391854081259664,5.519770407599699,0.8788846795925825,True,True,False
7,0.2399189384551837,0.0,0.0,92.16666666666666,99.68401486988849,2.0116926844088905,15.874344869298405,0.2441119372160264,True,True,False
70,1.023801203311303,1.130087081128748,1.3333333333333337,34.4,99.87230090550268,8.45316352343176,9.844714523667392,0.5016777485084891,False,True,False
703,3.065959014548848,0.938888888888889,1.2,95.26666666666668,97.38857938718662,6.699496801360622,7.671197927665545,1.3737602443208292,True,True,False
