vm_id,samples,days_observed,cpu_cores,cpu_mean,cpu_last_3_days_mean,cpu_p95,cpu_max,cpu_below_5_pct,memory_mean,disk_mean,network_mean,outbound_network_mean,low_cpu_mean,low_recent_cpu,low_cpu_p95,mostly_idle_cpu,low_memory,low_disk,low_outbound_network,low_secondary_resource_count,possible_bursty,core_low_cpu,consistently_low_usage,reference_label,baseline_label,baseline_agrees
1,8634,29.99944444444445,4,4.022632241416988,11.556509038800709,1.0666666666666669,97.86666666666666,95.7493629835534,0.5913256734816683,421.5392942745618,15.530891670294034,2.982650497521936,False,False,True,True,True,False,False,1,True,False,False,False,False,True
10,16140,29.99944444444445,0,0.2375038354871068,0.0,0.0,92.3,99.68401486988849,2.020929239778351,15.517451466336226,1.1840334572490707,0.2263341594382487,True,True,True,True,True,False,True,2,True,True,True,False,True,False
100,20255,29.99944444444445,2,0.2880575903977533,0.0,2.1,4.8,100.0,13.230098104626736,0.5689139072069213,0.0201626876373852,0.0058156128410386,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1000,8640,29.99944444444445,4,3.372503858024692,3.3658564814814813,17.766666666666666,24.966666666666665,78.66898148148148,13.322768096285769,164.27065586419752,6.126543209876543,4.281481481481482,False,False,False,False,False,False,False,0,False,False,False,False,False,True
1001,8640,29.99944444444445,1,0.2606944444444444,0.2747685185185184,0.5333333333333333,16.2,99.7800925925926,2.8756621908871787,2.674861111111111,4.402839506172839,3.9792206790123457,True,True,True,True,True,True,False,2,False,True,True,True,False,False
1002,8640,29.99944444444445,2,1.881304012345679,1.8832175925925927,2.3,8.066666666666666,99.9537037037037,3.567984149399592,12.069583333333332,0.6607947530864198,0.6318287037037037,True,True,True,True,True,False,True,2,False,True,True,True,True,True
1003,3791,13.160960648148148,0,1.4343850096092248,4.020138888888889,2.4,105.33333333333334,98.07438670535478,7.782761242434673,35.664250391011144,283.1585111772662,6.44195379198017,True,False,True,True,False,False,False,0,True,False,False,False,False,True
1004,3787,13.150543981481482,0,1.2081114203110506,1.07042517158392,2.0,55.93333333333333,99.6831264853446,8.96408376121287,4.878817361818418,0.3313792799929583,0.1884927969955696,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1005,8640,29.99944444444445,4,18.970083636463844,18.02577160493827,29.15,31.55,0.0,36.365520923298,4.791460707502374,1783.3390058167142,46.158658000949664,False,False,False,False,False,True,False,1,False,False,False,False,False,True
1006,8640,29.99944444444445,4,7.634315200617284,7.40673225308642,13.434166666666654,33.583333333333336,4.398148148148148,19.31324048338728,3.847615740740741,1078.9246450617284,8.795516975308642,False,False,False,False,False,True,False,1,False,False,False,False,False,True
1007,8640,29.99944444444445,8,17.87559895833333,16.968557098765434,29.175,30.1,0.0,9.89150295636536,5.203819444444444,38.203773148148144,6.067893518518519,False,False,False,False,False,True,False,1,False,False,False,False,False,True
1008,8612,29.99944444444445,1,0.235129312422624,0.2565586419753086,0.5333333333333333,15.066666666666668,99.96516488620529,4.238495977249194,1.682229307566047,1.644641382318461,0.8181254941966739,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1009,8616,29.99944444444445,2,0.0053118079885141,0.0202746509959719,0.0,5.5,99.98839368616528,6.905431105145391,0.0837148253582793,0.5811320024760136,0.2912836583101207,True,True,True,True,False,True,True,2,False,True,True,True,True,True
101,20255,29.99944444444445,2,0.016936910630443,0.0,0.2,1.1875,100.0,1.0416171686081497,0.1393906462445094,0.0475062007029422,0.0156565104442171,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1010,8614,29.99944444444445,1,0.1740031116627355,0.1400077160493827,0.4,14.866666666666667,99.98839099140932,5.4486882459028125,1.2602876037488295,1.46287041841372,0.6500273331652481,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1011,8636,29.99944444444445,1,0.1322467044560606,0.1344907407407407,0.4,2.1333333333333333,100.0,25.0318023458469,1.1168159798746875,0.1593021460552725,0.0793963254593175,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1012,8633,29.99944444444445,1,0.1173029545843168,0.1371141975308642,0.4,0.75,100.0,24.93336819590192,0.3839755637363652,4.952174128045783,2.4741092838973064,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1013,8635,29.99944444444445,1,0.0,0.0,0.0,0.0,100.0,6.337480051849987,0.0,0.0001775718973171,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1014,8636,29.99944444444445,1,0.1312424182271333,0.1364969135802469,0.4,1.0,100.0,23.522055262158588,0.0530308081604978,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1015,8636,29.99944444444445,1,0.0,0.0,0.0,0.0,100.0,0.8252571987958208,0.0,0.0,0.0,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1016,8635,29.99944444444445,1,0.0,0.0,0.0,0.0,100.0,0.4710433268006236,0.0,0.0,0.0,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1017,8634,29.99944444444445,1,1.6110344485257622,1.9065000275892512,3.0,11.866666666666667,99.9073430623118,15.479292963745028,0.8382187382534846,109.36822062193848,54.63651820343968,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1018,8636,29.99944444444445,1,0.1313844292190749,0.1363425925925926,0.4,2.0,100.0,19.37576181499267,0.0495518412291223,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1019,8636,29.99944444444445,1,0.132878533000117,0.1382003798670465,0.4,1.2857142857142858,100.0,26.76423366275042,1.1162530704332465,5.111874419389473,2.589725291948544,True,True,True,True,False,True,False,1,False,True,False,False,False,True
102,8617,29.99944444444445,2,1.5744670118799746,5.539285714285715,2.6333333333333333,73.26666666666667,97.47011721016597,2.32965599506135,23.18050786267103,2.443965799135812,1.2338297950808106,True,False,True,True,True,False,False,1,False,False,False,False,False,True
1020,8633,29.99944444444445,1,0.1312469317623956,0.1366898148148148,0.4,2.0,100.0,22.057530106335467,1.1435629871370634,7.72230588053592e-06,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1021,8632,29.99944444444445,1,0.1313203362902158,0.1361000881834215,0.4,0.5333333333333333,100.0,26.0433050590373,1.08857102119382,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1022,8636,29.99944444444445,1,0.0881464760343871,0.0785493827160493,0.4,0.7,100.0,19.092723330328823,0.0372148122321813,7.719623282383811e-06,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1023,8633,29.99944444444445,1,0.1085132906400136,0.1164707829829498,0.4,0.6666666666666667,100.0,23.110136968008845,0.0546651001417594,0.0001621684234912,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1024,8615,29.99944444444445,1,0.0,0.0,0.0,0.0,100.0,6.741417083146149,0.0,0.0001470303733797,1.5476881408396206e-05,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1025,8615,29.99944444444445,1,7.000211106363168,24.205550044091712,42.87999999999981,101.06666666666666,76.07661056297155,54.151613617772455,0.2254567487068937,6052.448013006533,3026.185240561335,False,False,False,False,False,True,False,1,False,False,False,False,False,True
1026,8616,29.99944444444445,1,0.9173659789606864,0.9185185185185186,1.0666666666666669,4.533333333333333,100.0,45.40157579882302,0.2284390825825366,7.760827089448258,3.909999356621919,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1027,8636,29.99944444444445,1,0.1243617776387577,0.1193672839506172,0.4,1.5,100.0,21.61650926286436,1.4658431665987246,0.1391134012660182,0.0676373173941492,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1028,8633,29.99944444444445,1,0.0840396485247637,0.0651234567901234,0.4,5.066666666666666,99.9884165411792,15.00675144990512,0.0326105204884308,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1029,8635,29.99944444444445,1,0.1321140430694571,0.1380070546737213,0.4,0.8,100.0,19.881704824807805,1.1328751156197594,3.72223520544308,1.9101412272344525,True,True,True,True,False,True,False,1,False,True,False,False,True,False
103,20258,29.99944444444445,2,0.0269469870417644,0.0,0.2,1.2333333333333334,100.0,1.0556943199289368,0.3012069305953204,0.0467996182578076,0.0152935465824201,True,True,True,True,True,True,True,3,False,True,True,True,True,True
1030,8636,29.99944444444445,1,0.13165707227773,0.1367283950617283,0.4,2.0,100.0,23.57462659715484,0.0418669633207613,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1031,8636,29.99944444444445,1,0.1313827711581301,0.1367173721340388,0.4,1.6666666666666663,100.0,19.19789133771092,0.0342700587200355,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1032,8636,29.99944444444445,1,0.1314694781056522,0.1371847928047233,0.4,0.8571428571428571,100.0,20.81086812166476,1.0862864623025577,1.1472499931363989,0.5912244280730848,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1033,8636,29.99944444444445,1,0.1122362391352664,0.1354344729344729,0.4,2.0,100.0,26.42612754910547,0.0509783562122607,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1035,8636,29.99944444444445,1,0.0849596925384326,0.0756393298059964,0.4,4.333333333333333,100.0,19.382300634910333,0.0351239684611615,0.0,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1036,8635,29.99944444444445,1,1.228371967735025,1.4994174806674807,1.2666666666666666,70.06666666666666,97.44064852345107,20.279689567199927,1.1158363736244454,941.0510695018164,473.48674262814967,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1037,8634,29.99944444444445,1,0.8258595585558755,0.382390873015873,1.2666666666666666,83.6,98.21635394950196,19.155300711277345,1.1346156391674111,654.458718162966,329.14223294946885,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1038,8632,29.99944444444445,1,0.1311542874795886,0.1365299823633156,0.4,0.5333333333333333,100.0,20.203894383866302,1.0929258878285757,0.0001235712079085,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1039,8617,29.99944444444445,1,0.9145075863365292,0.914090057319224,1.0666666666666669,1.8,100.0,34.81364358189416,0.2108883212515567,2.9264620168298947,1.47593875893168,True,True,True,True,False,True,False,1,False,True,False,False,True,False
104,20259,29.99944444444445,2,0.2938035770110403,0.0,2.2,5.566666666666666,99.99506392220742,12.30418845400834,0.4086019382332132,0.0542112970367079,0.0220050347993484,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1040,8615,29.99944444444445,1,0.916447948453172,0.9140434603976272,1.0666666666666669,3.0,100.0,34.61137074364882,0.2105663750063053,1.0302408644428378,0.5168768028257291,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1041,8636,29.99944444444445,1,0.1595116362717104,0.160785934744268,0.4,8.866666666666667,99.81472904122278,26.57708604143898,1.1160253376904603,19.526819325366105,9.8166873352318,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1042,8617,29.99944444444445,1,0.9104296126809764,0.9125,1.0666666666666669,1.8666666666666665,100.0,53.960119991825806,0.3278781087647282,1.1608714554693431,0.5750067885642911,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1043,8634,29.99944444444445,1,0.1434423155409951,0.1465002204585538,0.4,2.4,100.0,24.923253793667293,1.1353017417298166,9.15151256935482,4.609581582227517,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1044,8632,29.99944444444445,1,0.1519935511275872,0.1544684193121693,0.4,3.8,100.0,26.16178778042528,1.108426563396443,15.970789582675588,8.021186309057022,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1045,8634,29.99944444444445,1,0.1598133624540851,0.1679040989945862,0.4,8.0,99.79152189020152,24.96383806829448,1.0904034981953674,21.09243638956982,10.590182532894485,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1046,8635,29.99944444444445,1,0.0,0.0,0.0,0.0,100.0,6.520766107418575,0.0,0.0001235282763945,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1047,8635,29.99944444444445,1,0.1376623376623376,0.1390652557319224,0.4,4.066666666666666,100.0,17.124569348050386,1.1061565263533994,12.924911822398794,6.414173651093165,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1048,8613,29.99944444444445,1,0.9740884488010924,1.1031635802469135,1.3333333333333337,3.333333333333333,100.0,38.446269760443,0.3358281777822008,0.1932272920778668,0.0973412283757111,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1049,8617,29.99944444444445,1,0.9117483711599992,0.911474867724868,1.0666666666666669,1.6666666666666663,100.0,52.48272156427137,0.2198173021516412,0.3013732544195582,0.1492708212448261,True,True,True,True,False,True,True,2,False,True,True,True,True,True
105,8618,29.99944444444445,0,0.3786357759205287,1.1587962962962963,1.1333333333333333,91.73333333333332,99.72151311209096,5.116804684829207,10.842071893708004,0.6266553294053874,0.3828794745132642,True,True,True,True,True,False,True,2,True,True,True,False,True,False
1050,8618,29.99944444444445,1,0.9166383357494986,0.9173500881834216,1.0666666666666669,1.8666666666666665,100.0,28.57085096311417,0.2279902203724436,2.717376152250833,1.3585666100228642,True,True,True,True,False,True,False,1,False,True,False,False,True,False
1051,8613,29.99944444444445,1,0.9144782710613432,0.9138001434641064,1.0666666666666669,3.0,100.0,42.123698190525374,0.245642907990522,0.357978802806389,0.1797747590851038,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1053,8617,29.99944444444445,1,0.92398563295047,0.9237433862433864,1.0666666666666669,2.666666666666667,100.0,52.82700979353456,0.2229628510439697,11.97941584062914,6.207323475140001,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1054,8537,29.72164351851852,1,0.9116918993309998,0.9127865961199296,1.0666666666666669,1.8666666666666665,100.0,52.329692983765625,0.2378869519844101,0.1322556713911991,0.0665807660770762,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1055,8632,29.99944444444445,1,0.0895992889563325,0.076168404789494,0.4,1.5,100.0,15.412222370630856,1.0901137375650811,0.0001235712079085,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1056,8631,29.99944444444445,1,0.130477996301771,0.1343942901234568,0.4,1.3333333333333337,100.0,20.11916204416259,1.1059804727514149,0.0001235855250453,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1057,6608,23.03348379629629,1,0.9232000797830098,0.9138227513227514,1.0666666666666669,40.53333333333333,99.9546004842615,32.87626239296371,0.2198476916545924,6.825101840250147,3.435921221635508,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1058,8615,29.99944444444445,1,0.9096157779152556,0.9102797550074492,1.0666666666666669,2.666666666666667,100.0,48.166226413065466,0.1937613853226157,0.0001470303733797,1.5476881408396206e-05,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1059,8615,29.99944444444445,1,0.9128944531962524,4.31008111239861,7.4866666666666175,32.2,93.99883923389436,7.312720713581904,0.0,978.0615262373532,489.6946432557575,True,False,False,False,False,True,False,1,False,False,False,False,False,True
106,8611,29.99944444444445,8,1.5283553216451544,1.5398637290564372,1.6416666666666666,5.825,99.9535477877134,0.985094027183958,45.49595105664668,7.470102239339262,2.8082408333482545,True,True,True,True,True,False,False,1,False,True,False,False,False,True
1060,8619,29.99944444444445,1,0.9117186232570847,0.9139715608465612,1.0666666666666669,3.0,100.0,50.567253875733634,0.2192058218946488,0.0001392272885485,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1061,8635,29.99944444444445,1,0.1312851903934706,0.136518959435626,0.4,0.5333333333333333,100.0,23.096789871861898,1.0882783959911928,0.0001163592246394,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1062,8636,29.99944444444445,1,0.0887847870826101,0.0800705467372134,0.4,9.769230769230768,99.98842056507642,16.514992680143887,1.079589316041377,0.0001703831138754,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1063,8616,29.99944444444445,1,2.66986975420123,1.3306327160493825,17.866666666666667,34.6,89.39182915506035,43.21759560616988,0.258497968682509,1549.7038141301982,775.867972940283,False,True,False,False,False,True,False,1,False,False,False,False,False,True
1064,8617,29.99944444444445,1,0.9183642147956874,0.929243827160494,1.0666666666666669,4.6,100.0,35.577231303610255,0.2287419696726879,0.97441657410324,0.4848784517868887,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1066,8616,29.99944444444445,1,0.9145112341491172,0.911367644700978,1.0666666666666669,1.5,100.0,41.61555724635432,0.2040174194422105,0.0017409470752089,0.0,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1067,8618,29.99944444444445,1,0.9123095072329231,0.9155092592592596,1.0666666666666669,1.2,100.0,41.85584172404428,0.2194838599166749,0.0019107294809313,3.0942987545447506e-05,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1068,8634,29.99944444444445,1,0.1318475382234937,0.1397296376463043,0.4,3.0,100.0,25.22929869474062,1.1245415029466457,0.4549183552658187,0.2257464950307202,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1069,8616,29.99944444444445,1,0.9146921529929888,0.9164241622574956,1.0666666666666669,6.466666666666666,99.98839368616528,40.40338309044842,0.1944933432398613,3.663557251579536,1.8228001854742804,True,True,True,True,False,True,False,1,False,True,False,False,True,False
107,8602,29.95430555555556,4,1.5111563926592408,1.7094135802469137,1.7666666666666666,5.75,99.98837479655894,0.4709915951844564,8.152463607590322,3.438624219047376,0.055960947265295,True,True,True,True,True,False,True,2,False,True,True,True,True,True
1070,8616,29.99944444444445,1,0.9295967805020732,0.910493827160494,1.0666666666666669,46.6,99.9071494893222,34.133151636026795,0.1911229696745016,14.435660307143593,7.216844630145466,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1071,8616,29.99944444444445,1,0.9157470186369908,0.9350694444444444,1.0666666666666669,8.066666666666666,99.98839368616528,39.18939775291483,0.2925962204513736,3.0849996967336804,1.555711751881668,True,True,True,True,False,True,False,1,False,True,False,False,True,False
1072,8615,29.99944444444445,1,0.9126051172017512,0.9127976190476192,1.0666666666666669,2.25,100.0,35.36985756815823,0.1982672821471428,0.0018417488875991,3.095376281679241e-05,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1073,6073,21.10261574074074,1,0.14368255013735,0.1363460795674005,0.4,9.6,99.9835336736374,16.8239296125692,1.1015132031186698,0.6022174652834952,0.3031125277379188,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1075,8633,29.99944444444445,1,0.1318569341388755,0.1361143298570876,0.4,1.2,100.0,17.80568469963393,1.1174230395908835,0.2668101728509466,0.130879892402538,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1076,7801,27.16585648148148,1,0.9135580908430544,0.912885802469136,1.0666666666666669,2.933333333333333,100.0,33.162736147115936,0.2179099796071979,12.593848656577794,6.33200763685317,True,True,True,True,False,True,False,1,False,True,False,False,False,True
1077,8616,29.99944444444445,1,0.9122619275648524,0.9119157848324516,1.0666666666666669,3.0,100.0,50.33800087048756,0.2217321923537104,0.0001702259362426,1.547508511296812e-05,True,True,True,True,False,True,True,2,False,True,True,True,True,True
1078,4073,14.140208333333334,1,0.1495048694655863,0.1403880070546737,0.4,7.4,99.9754480726737,16.325015825416543,1.0975870761532438,2.710896379175289,1.3674336221107644,True,True,True,True,False,True,False,1,False,True,False,False,True,False
1079,8616,29.99944444444445,1,2.048622656874746,0.9205136684303352,12.216666666666669,51.66666666666667,93.75580315691737,37.46821390360583,0.2148669098878012,581.1886112159788,290.5034342076473,False,True,False,False,False,True,False,1,False,False,False,False,False,True
